Almacen/Pastas-secas;Fideos spaghetti Matarazzo 500 g.;1400.0;https://carrefourar.vtexassets.com/arquivos/ids/178736-170-170?v=637468580133770000&width=170&height=170&aspect=true;29/05/2024, 20:36:53;2
Almacen/Pastas-secas;Fideos coditos Terrabusi 500 g.;975.0;https://carrefourar.vtexassets.com/arquivos/ids/370655-170-170?v=638297065393900000&width=170&height=170&aspect=true;29/05/2024, 20:36:53;2
Almacen/Pastas-secas;Fideos tirabuzones Favorita fortificado 500 g.;590.0;https://carrefourar.vtexassets.com/arquivos/ids/175107-170-170?v=637468568511800000&width=170&height=170&aspect=true;29/05/2024, 20:36:53;2
Almacen/Pastas-secas;Fideos spaghetti La Providencia 500 g.;800.0;https://carrefourar.vtexassets.com/arquivos/ids/178861-170-170?v=637468580592100000&width=170&height=170&aspect=true;29/05/2024, 20:36:53;2

Almacen/Aceites-y-vinagres;Aceite de girasol Cocinero ecobotella 900 cc.;1099.0;https://carrefourar.vtexassets.com/arquivos/ids/422953-170-170?v=638373948257230000&width=170&height=170&aspect=true;29/05/2024, 20:36:25;1
Almacen/Aceites-y-vinagres;Aceite de girasol Carrefour alto omega pet 900 cc.;1395.0;https://carrefourar.vtexassets.com/arquivos/ids/246133-170-170?v=637901365090430000&width=170&height=170&aspect=true;29/05/2024, 20:36:25;1
Almacen/Aceites-y-vinagres;Aceite de girasol Lira 900 cc.;1550.0;https://carrefourar.vtexassets.com/arquivos/ids/155427-170-170?v=637457062428630000&width=170&height=170&aspect=true;29/05/2024, 20:36:25;1
Almacen/Aceites-y-vinagres;Aceite de girasol alto omega Carrefour pet 1.5 l.;1675.0;https://carrefourar.vtexassets.com/arquivos/ids/233079-170-170?v=637775194742900000&width=170&height=170&aspect=true;29/05/2024, 20:36:25;1
Almacen/Aceites-y-vinagres;Aceite de girasol Natura 1.5 l.;2103.2;https://carrefourar.vtexassets.com/arquivos/ids/155414-170-170?v=637457062358330000&width=170&height=170&aspect=true;29/05/2024, 20:36:25;1
Almacen/Aceites-y-vinagres;Aceite en aerosol Carrefour classic girasol 150 cc.;2390.0;https://carrefourar.vtexassets.com/arquivos/ids/386710-170-170?v=638318705632130000&width=170&height=170&aspect=true;29/05/2024, 20:36:25;1
Almacen/Aceites-y-vinagres;Aceite de girasol Legitimo 900 cc.;2809.0;https://carrefourar.vtexassets.com/arquivos/ids/263188-170-170?v=638042211872630000&width=170&height=170&aspect=true;29/05/2024, 20:36:25;1

Almacen/Aceites-y-vinagres;Vinagre de alcohol Favinco pet 1 l.;839.0;https://carrefourar.vtexassets.com/arquivos/ids/231783-170-170?v=637753489949630000&width=170&height=170&aspect=true;29/05/2024, 20:36:54;2
Almacen/Aceites-y-vinagres;Aceite de oliva extra virgen Cocinero suave 500 cc.;10665.0;https://carrefourar.vtexassets.com/arquivos/ids/204443-170-170?v=637592983648570000&width=170&height=170&aspect=true;29/05/2024, 20:36:54;2
Almacen/Aceites-y-vinagres;Aceite de girasol en aerosol Fritolim clásico 120 g.;2750.0;https://carrefourar.vtexassets.com/arquivos/ids/416745-170-170?v=638355807959000000&width=170&height=170&aspect=true;29/05/2024, 20:36:54;2
Almacen/Aceites-y-vinagres;Aceite de oliva Cañuelas clásico extra virgen 500 cc.;11430.0;https://carrefourar.vtexassets.com/arquivos/ids/167031-170-170?v=637467733721200000&width=170&height=170&aspect=true;29/05/2024, 20:36:54;2
Almacen/Aceites-y-vinagres;Vinagre de alcohol Favinco en bidón 5 lts.;5525.0;https://carrefourar.vtexassets.com/arquivos/ids/389277-170-170?v=638320271034200000&width=170&height=170&aspect=true;29/05/2024, 20:36:54;2
Almacen/Aceites-y-vinagres;Aceite de oliva Carrefour extra virgen 500 cc.;11030.8;https://carrefourar.vtexassets.com/arquivos/ids/167037-170-170?v=637467733748700000&width=170&height=170&aspect=true;29/05/2024, 20:36:54;2
Almacen/Aceites-y-vinagres;Aceto Lira pet 250 cc.;11990.0;https://carrefourar.vtexassets.com/arquivos/ids/312494-170-170?v=638163243607970000&width=170&height=170&aspect=true;29/05/2024, 20:36:54;2
Almacen/Aceites-y-vinagres;Aceite de oliva Carrefour virgen en botella 500 cc.;2550.0;https://carrefourar.vtexassets.com/arquivos/ids/167071-170-170?v=637467733931370000&width=170&height=170&aspect=true;29/05/2024, 20:36:54;2

Electro-y-tecnologia/Informatica-y-gaming;Impresora sist continuo Epson wi fi ecotank l1250;349999.0;https://carrefourar.vtexassets.com/arquivos/ids/346351-170-170?v=638235553319370000&width=170&height=170&aspect=true;29/05/2024, 20:36:29;1
Electro-y-tecnologia/Informatica-y-gaming;"Monitor LED 32"" CHIQ  / QHD/ HDMI/ 32F600";465999.0;https://carrefourar.vtexassets.com/arquivos/ids/419734-170-170?v=638361973543330000&width=170&height=170&aspect=true;29/05/2024, 20:36:29;1
Electro-y-tecnologia/Informatica-y-gaming;Impresora multifunción Epson sistema continuo wi-fi Ecotank L3250 negro;359000.0;https://carrefourar.vtexassets.com/arquivos/ids/209402-170-170?v=637648049263800000&width=170&height=170&aspect=true;29/05/2024, 20:36:29;1
Electro-y-tecnologia/Informatica-y-gaming;"Monitor led Chiq  27"" fhd hdmi vga";498999.0;https://carrefourar.vtexassets.com/arquivos/ids/419731-170-170?v=638361973524170000&width=170&height=170&aspect=true;29/05/2024, 20:36:29;1
Electro-y-tecnologia/Informatica-y-gaming;"Monitor Led 24"" CHIQ  FHD/ HDMI /LMN24F650";664900.0;https://carrefourar.vtexassets.com/arquivos/ids/419728-170-170?v=638361973500600000&width=170&height=170&aspect=true;29/05/2024, 20:36:29;1
Electro-y-tecnologia/Informatica-y-gaming;"Monitor led  HKC 24"" FHD HK24FHDP negro";197070.0;https://carrefourar.vtexassets.com/arquivos/ids/200323-170-170?v=637541734385200000&width=170&height=170&aspect=true;29/05/2024, 20:36:29;1
Electro-y-tecnologia/Informatica-y-gaming;Impresora multifunción HP DeskJet Ink Advantage DJ-2375;259000.0;https://carrefourar.vtexassets.com/arquivos/ids/197763-170-170?v=637529019466400000&width=170&height=170&aspect=true;29/05/2024, 20:36:29;1
Electro-y-tecnologia/Informatica-y-gaming;Cable USB Tipo C Poss round 1 mt PSUSBC2-1 blanco;152080.0;https://carrefourar.vtexassets.com/arquivos/ids/207675-170-170?v=637629123372600000&width=170&height=170&aspect=true;29/05/2024, 20:36:29;1
Electro-y-tecnologia/Informatica-y-gaming;Mouse optico Maxell Gaming SAMURAI MXG negro;239000.0;https://carrefourar.vtexassets.com/arquivos/ids/321928-170-170?v=638189266396830000&width=170&height=170&aspect=true;29/05/2024, 20:36:29;1
Electro-y-tecnologia/Informatica-y-gaming;Mouse optico maxell azul 5 botones mod 438418;143080.0;https://carrefourar.vtexassets.com/arquivos/ids/373483-170-170?v=638307258235730000&width=170&height=170&aspect=true;29/05/2024, 20:36:29;1

Electro-y-tecnologia/Informatica-y-gaming;Mouse optico Maxell azul 5 botones mod 438418;5090.0;https://carrefourar.vtexassets.com/arquivos/ids/364674-170-170?v=638265846401370000&width=170&height=170&aspect=true;29/05/2024, 20:36:55;2
Electro-y-tecnologia/Informatica-y-gaming;Cable micro usb Poss Round  PSMICRO-1RWH blanco;1599.0;https://carrefourar.vtexassets.com/arquivos/ids/245849-170-170?v=637901242065100000&width=170&height=170&aspect=true;29/05/2024, 20:36:55;2
Electro-y-tecnologia/Informatica-y-gaming;"Monitor led Samsung 22"" FHD VGA HDMI LF22T350FHLCZB negro";224970.0;https://carrefourar.vtexassets.com/arquivos/ids/208941-170-170?v=637641362573200000&width=170&height=170&aspect=true;29/05/2024, 20:36:55;2
Electro-y-tecnologia/Informatica-y-gaming;Notebook Lenovo 14 ci3 1115g4 8gb 256gb 82h701dtar;249999.0;https://carrefourar.vtexassets.com/arquivos/ids/364614-170-170?v=638265174401830000&width=170&height=170&aspect=true;29/05/2024, 20:36:55;2
Electro-y-tecnologia/Informatica-y-gaming;Mouse optico inalambrico Maxell negro mod348584;1249000.0;https://carrefourar.vtexassets.com/arquivos/ids/494728-170-170?v=638470631614430000&width=170&height=170&aspect=true;29/05/2024, 20:36:55;2
Electro-y-tecnologia/Informatica-y-gaming;Teclado gamer Poss psgk808bk;11240.0;https://carrefourar.vtexassets.com/arquivos/ids/437348-170-170?v=638400757772770000&width=170&height=170&aspect=true;29/05/2024, 20:36:55;2
Electro-y-tecnologia/Informatica-y-gaming;Reproductor sreaming Roku Express 4k 3940mx 1GB;25000.0;https://carrefourar.vtexassets.com/arquivos/ids/368323-170-170?v=638289239731000000&width=170&height=170&aspect=true;29/05/2024, 20:36:55;2
Electro-y-tecnologia/Informatica-y-gaming;Botella tinta Epson T544520-4P pack x 4 uni CMYK;114999.0;https://carrefourar.vtexassets.com/arquivos/ids/234675-170-170?v=637792466498870000&width=170&height=170&aspect=true;29/05/2024, 20:36:55;2

Categoria;Producto;Precio;URL de la imagen;Fecha y hora;Página
Almacen/Arroz-y-legumbres;Arroz largo fino Crucero 00000 1 kg.;1800.0;https://carrefourar.vtexassets.com/arquivos/ids/324258-170-170?v=638197715634070000&width=170&height=170&aspect=true;29/05/2024, 20:36:29;1
Almacen/Arroz-y-legumbres;Arroz tipo largo fino 00000 Vanguardia 500 g.;2300.0;https://carrefourar.vtexassets.com/arquivos/ids/218649-170-170?v=637702639116070000&width=170&height=170&aspect=true;29/05/2024, 20:36:29;1
Almacen/Arroz-y-legumbres;Lentejas La Abadía bolsa 400 g.;990.0;https://carrefourar.vtexassets.com/arquivos/ids/197192-170-170?v=637523691967200000&width=170&height=170&aspect=true;29/05/2024, 20:36:29;1
Almacen/Arroz-y-legumbres;Arroz Molinos Ala parboil bolsa 1 kg.;961.35;https://carrefourar.vtexassets.com/arquivos/ids/499390-170-170?v=638481808035000000&width=170&height=170&aspect=true;29/05/2024, 20:36:29;1
Almacen/Arroz-y-legumbres;Arroz largo fino Molinos Ala 1 kg.;1479.0;https://carrefourar.vtexassets.com/arquivos/ids/509503-170-170?v=638491482197730000&width=170&height=170&aspect=true;29/05/2024, 20:36:29;1
Almacen/Arroz-y-legumbres;Arroz parboil Gallo oro en bolsa 500 g.;2175.0;https://carrefourar.vtexassets.com/arquivos/ids/422971-170-170?v=638373948475470000&width=170&height=170&aspect=true;29/05/2024, 20:36:29;1
Almacen/Arroz-y-legumbres;Arroz parboil Dos Hermanos bolsa 1 kg.;2520.0;https://carrefourar.vtexassets.com/arquivos/ids/202761-170-170?v=637565290113900000&width=170&height=170&aspect=true;29/05/2024, 20:36:29;1
Almacen/Arroz-y-legumbres;Arroz largo fino 00000 Carrefour Classic en bolsa 1 kg.;1800.0;https://carrefourar.vtexassets.com/arquivos/ids/489945-170-170?v=638452571466830000&width=170&height=170&aspect=true;29/05/2024, 20:36:29;1
Almacen/Arroz-y-legumbres;Arroz parboil Gallo oro en bolsa 1 kg.;2195.0;https://carrefourar.vtexassets.com/arquivos/ids/318039-170-170?v=638180311212270000&width=170&height=170&aspect=true;29/05/2024, 20:36:29;1
Almacen/Arroz-y-legumbres;Maíz pisingallo La Abadía bolsa 400 g.;1779.0;https://carrefourar.vtexassets.com/arquivos/ids/197196-170-170?v=637523691989100000&width=170&height=170&aspect=true;29/05/2024, 20:36:29;1

Almacen/Arroz-y-legumbres;Arroz Molinos Ala largo fino 00000 bolsa 500 g.;1259.0;https://carrefourar.vtexassets.com/arquivos/ids/509505-170-170?v=638491482761100000&width=170&height=170&aspect=true;29/05/2024, 20:36:58;2
Almacen/Arroz-y-legumbres;Lentejas Mister Food en bolsa 400 g.;1395.0;https://carrefourar.vtexassets.com/arquivos/ids/478961-170-170?v=638442240785670000&width=170&height=170&aspect=true;29/05/2024, 20:36:58;2
Almacen/Arroz-y-legumbres;Arroz largo fino 00000 Dos Hermanos bolsa 1 kg.;2320.0;https://carrefourar.vtexassets.com/arquivos/ids/202760-170-170?v=637565290098870000&width=170&height=170&aspect=true;29/05/2024, 20:36:58;2
Almacen/Arroz-y-legumbres;Maíz pisingallo 500 g.;1290.0;https://carrefourar.vtexassets.com/arquivos/ids/177334-170-170?v=637468576309800000&width=170&height=170&aspect=true;29/05/2024, 20:36:58;2
Almacen/Arroz-y-legumbres;Arroz doble carolina selecto Molinos ala 500 g.;2265.0;https://carrefourar.vtexassets.com/arquivos/ids/423007-170-170?v=638373948893270000&width=170&height=170&aspect=true;29/05/2024, 20:36:58;2
Almacen/Arroz-y-legumbres;Arvejas partidas La Abadía bolsa 400 g.;772.85;https://carrefourar.vtexassets.com/arquivos/ids/197191-170-170?v=637523691956900000&width=170&height=170&aspect=true;29/05/2024, 20:36:58;2
Almacen/Arroz-y-legumbres;Arroz integral Molinos Ala bolsa 500 g.;1189.0;https://carrefourar.vtexassets.com/arquivos/ids/509511-170-170?v=638491484862530000&width=170&height=170&aspect=true;29/05/2024, 20:36:58;2
Almacen/Arroz-y-legumbres;Risotto a la española Gallo en caja 240 g.;1350.0;https://carrefourar.vtexassets.com/arquivos/ids/379074-170-170?v=638313567790800000&width=170&height=170&aspect=true;29/05/2024, 20:36:58;2

Almacen/Enlatados-y-Conservas;Puré de tomate Carrefour classic 520 g.;699.0;https://carrefourar.vtexassets.com/arquivos/ids/386694-170-170?v=638318705570400000&width=170&height=170&aspect=true;29/05/2024, 20:36:35;1
Almacen/Enlatados-y-Conservas;Lomitos de atún Carrefour classic en aceite 170 g.;1791.0;https://carrefourar.vtexassets.com/arquivos/ids/386790-170-170?v=638318706026630000&width=170&height=170&aspect=true;29/05/2024, 20:36:35;1
Almacen/Enlatados-y-Conservas;Arvejas secas remojadas Doña Pupa tetra 340 g.;1990.0;https://carrefourar.vtexassets.com/arquivos/ids/209653-170-170?v=637653291236430000&width=170&height=170&aspect=true;29/05/2024, 20:36:35;1
Almacen/Enlatados-y-Conservas;Tomate perita pelado Alco 400 g.;410.0;https://carrefourar.vtexassets.com/arquivos/ids/196254-170-170?v=637522913932730000&width=170&height=170&aspect=true;29/05/2024, 20:36:35;1
Almacen/Enlatados-y-Conservas;Arvejas secas remojadas Inalpa lata 300 g.;549.0;https://carrefourar.vtexassets.com/arquivos/ids/241886-170-170?v=637865793490670000&width=170&height=170&aspect=true;29/05/2024, 20:36:35;1
Almacen/Enlatados-y-Conservas;Tomate triturado Carrefour classic 970 cc.;749.0;https://carrefourar.vtexassets.com/arquivos/ids/386833-170-170?v=638318706207870000&width=170&height=170&aspect=true;29/05/2024, 20:36:35;1
Almacen/Enlatados-y-Conservas;Salsa pomarola Arcor doy pack 340 g.;399.0;https://carrefourar.vtexassets.com/arquivos/ids/381211-170-170?v=638315050110900000&width=170&height=170&aspect=true;29/05/2024, 20:36:35;1
Almacen/Enlatados-y-Conservas;Pate de foie Swift lata 90 g.;532.0;https://carrefourar.vtexassets.com/arquivos/ids/180254-170-170?v=637468584487800000&width=170&height=170&aspect=true;29/05/2024, 20:36:35;1

Almacen/Enlatados-y-Conservas;Pure de tomates Alco 520 g.;755.0;https://carrefourar.vtexassets.com/arquivos/ids/188412-170-170?v=637474619055200000&width=170&height=170&aspect=true;29/05/2024, 20:37:01;2
Almacen/Enlatados-y-Conservas;Choclo cremoso amarillo Carrefour classic en lata 300 g.;772.59;https://carrefourar.vtexassets.com/arquivos/ids/417326-170-170?v=638356702629800000&width=170&height=170&aspect=true;29/05/2024, 20:37:01;2
Almacen/Enlatados-y-Conservas;Puré de tomate Canale 520 g.;849.0;https://carrefourar.vtexassets.com/arquivos/ids/254760-170-170?v=637974857905570000&width=170&height=170&aspect=true;29/05/2024, 20:37:01;2
Almacen/Enlatados-y-Conservas;Duraznos amarillos en mitades Carrefour 820 g.;799.0;https://carrefourar.vtexassets.com/arquivos/ids/386703-170-170?v=638318705610300000&width=170&height=170&aspect=true;29/05/2024, 20:37:01;2
Almacen/Enlatados-y-Conservas;Tomate triturado Don Francisco botella 950 g.;1850.0;https://carrefourar.vtexassets.com/arquivos/ids/243983-170-170?v=637883196615930000&width=170&height=170&aspect=true;29/05/2024, 20:37:01;2
Almacen/Enlatados-y-Conservas;Choclo en granos Inalpa amarillo lata 300 g.;2310.0;https://carrefourar.vtexassets.com/arquivos/ids/246142-170-170?v=637901365246330000&width=170&height=170&aspect=true;29/05/2024, 20:37:01;2
Almacen/Enlatados-y-Conservas;Tomate perita entero Carrefour classic en lata 400 cc.;1065.0;https://carrefourar.vtexassets.com/arquivos/ids/483534-170-170?v=638447463329200000&width=170&height=170&aspect=true;29/05/2024, 20:37:01;2
Almacen/Enlatados-y-Conservas;Atún al natural La Campagnola lomitos 170 g.;1420.0;https://carrefourar.vtexassets.com/arquivos/ids/381234-170-170?v=638315050206600000&width=170&height=170&aspect=true;29/05/2024, 20:37:01;2

Almacen/Snacks;Galletitas crackers Rex original 125 g.;1300.0;https://carrefourar.vtexassets.com/arquivos/ids/318909-170-170?v=638181154862270000&width=170&height=170&aspect=true;29/05/2024, 20:37:40;1
Almacen/Snacks;Palitos Krachitos salados 110 g.;820.0;https://carrefourar.vtexassets.com/arquivos/ids/308254-170-170?v=638143277928670000&width=170&height=170&aspect=true;29/05/2024, 20:37:40;1
Almacen/Snacks;Papas fritas Carrefour classic corte tradicional 250 g.;1946.5;https://carrefourar.vtexassets.com/arquivos/ids/386720-170-170?v=638318705693770000&width=170&height=170&aspect=true;29/05/2024, 20:37:40;1
Almacen/Snacks;Papas fritas Carrefour classic corte tradicional 150 g.;2290.0;https://carrefourar.vtexassets.com/arquivos/ids/386732-170-170?v=638318705744930000&width=170&height=170&aspect=true;29/05/2024, 20:37:40;1
Almacen/Snacks;Galletitas Saladix snacks pizza 100 g.;1557.3;https://carrefourar.vtexassets.com/arquivos/ids/319020-170-170?v=638181155237870000&width=170&height=170&aspect=true;29/05/2024, 20:37:40;1
Almacen/Snacks;Galletitas crackers Kesitas 125 g.;1790.0;https://carrefourar.vtexassets.com/arquivos/ids/318979-170-170?v=638181155097700000&width=170&height=170&aspect=true;29/05/2024, 20:37:40;1
Almacen/Snacks;Galletitas Saladix snacks jamón 100 g.;810.0;https://carrefourar.vtexassets.com/arquivos/ids/319000-170-170?v=638181155163830000&width=170&height=170&aspect=true;29/05/2024, 20:37:40;1
Almacen/Snacks;Palitos salados Carrefour classic 115 g.;975.0;https://carrefourar.vtexassets.com/arquivos/ids/386967-170-170?v=638318706785730000&width=170&height=170&aspect=true;29/05/2024, 20:37:40;1
Almacen/Snacks;Papas fritas Carrefour clásicas 140 g.;1300.0;https://carrefourar.vtexassets.com/arquivos/ids/386525-170-170?v=638318704824530000&width=170&height=170&aspect=true;29/05/2024, 20:37:40;1
Almacen/Snacks;Papas fritas Krachitos corte americano 270 g.;810.0;https://carrefourar.vtexassets.com/arquivos/ids/308229-170-170?v=638143277714530000&width=170&height=170&aspect=true;29/05/2024, 20:37:40;1

Almacen/Snacks;Palitos de maíz Krachitos con queso 170 g.;1785.0;https://carrefourar.vtexassets.com/arquivos/ids/308266-170-170?v=638143278037970000&width=170&height=170&aspect=true;29/05/2024, 20:38:00;2
Almacen/Snacks;Papas fritas Krachitos tradicional 270 g.;2980.0;https://carrefourar.vtexassets.com/arquivos/ids/308217-170-170?v=638143277611670000&width=170&height=170&aspect=true;29/05/2024, 20:38:00;2
Almacen/Snacks;Papas fritas Carrefour classic corte americado 150 g.;1740.0;https://carrefourar.vtexassets.com/arquivos/ids/386786-170-170?v=638318706011000000&width=170&height=170&aspect=true;29/05/2024, 20:38:00;2
Almacen/Snacks;Maní pelado Krachitos frito salado 110 g.;1160.0;https://carrefourar.vtexassets.com/arquivos/ids/308260-170-170?v=638143277983630000&width=170&height=170&aspect=true;29/05/2024, 20:38:00;2
Almacen/Snacks;Mani pelado salado Carrefour classic 115 g.;1090.0;https://carrefourar.vtexassets.com/arquivos/ids/386928-170-170?v=638318706603030000&width=170&height=170&aspect=true;29/05/2024, 20:38:00;2
Almacen/Snacks;Maní pelado Krachitos frito salado 70 g.;670.0;https://carrefourar.vtexassets.com/arquivos/ids/308257-170-170?v=638143277958100000&width=170&height=170&aspect=true;29/05/2024, 20:38:00;2
Almacen/Snacks;Maíz inflado azucarado 80 g.;340.0;https://carrefourar.vtexassets.com/arquivos/ids/266433-170-170?v=638055407817800000&width=170&height=170&aspect=true;29/05/2024, 20:38:00;2
Almacen/Snacks;Aritos de arroz Dos Hermanos crema y cebolla 80 g.;1100.0;https://carrefourar.vtexassets.com/arquivos/ids/179397-170-170?v=637468582161570000&width=170&height=170&aspect=true;29/05/2024, 20:38:00;2
Almacen/Snacks;Papas fritas Slices 250 g.;2640.0;https://carrefourar.vtexassets.com/arquivos/ids/231880-170-170?v=637753491232370000&width=170&height=170&aspect=true;29/05/2024, 20:38:00;2
Almacen/Snacks;Papas fritas Krachitos pay 55 g.;606.0;https://carrefourar.vtexassets.com/arquivos/ids/308242-170-170?v=638143277824600000&width=170&height=170&aspect=true;29/05/2024, 20:38:00;2

Almacen/Harinas;Harina de trigo Morixe 0000 1 kg.;780.0;https://carrefourar.vtexassets.com/arquivos/ids/175951-170-170?v=637468571988030000&width=170&height=170&aspect=true;29/05/2024, 20:37:33;1
Almacen/Harinas;Harina de trigo Morixe leudante 1 kg.;920.0;https://carrefourar.vtexassets.com/arquivos/ids/175953-170-170?v=637468571991500000&width=170&height=170&aspect=true;29/05/2024, 20:37:33;1
Almacen/Harinas;Harina integral Pureza 1 kg.;1289.0;https://carrefourar.vtexassets.com/arquivos/ids/364948-170-170?v=638266719899800000&width=170&height=170&aspect=true;29/05/2024, 20:37:33;1
Almacen/Harinas;Harina de Trigo 000 Caserita x 1 kg;650.0;https://carrefourar.vtexassets.com/arquivos/ids/424886-170-170?v=638381798767270000&width=170&height=170&aspect=true;29/05/2024, 20:37:33;1
Almacen/Harinas;Polenta instantánea Presto Pronta bolsa 730 g.;1639.0;https://carrefourar.vtexassets.com/arquivos/ids/241736-170-170?v=637865792009270000&width=170&height=170&aspect=true;29/05/2024, 20:37:33;1
Almacen/Harinas;Harina Pureza especial para pizzas 1 kg.;1390.0;https://carrefourar.vtexassets.com/arquivos/ids/364926-170-170?v=638266700150230000&width=170&height=170&aspect=true;29/05/2024, 20:37:33;1
Almacen/Harinas;Harina leudante Caserita x 1 kg;1100.0;https://carrefourar.vtexassets.com/arquivos/ids/424888-170-170?v=638381800228470000&width=170&height=170&aspect=true;29/05/2024, 20:37:33;1
Almacen/Harinas;Harina 000 Chacabuco 1 kg.;789.0;https://carrefourar.vtexassets.com/arquivos/ids/311447-170-170?v=638157935362870000&width=170&height=170&aspect=true;29/05/2024, 20:37:33;1
Almacen/Harinas;Harina de trigo 000 ultra refinada Cañuelas 1 kg.;729.0;https://carrefourar.vtexassets.com/arquivos/ids/205216-170-170?v=637601556780730000&width=170&height=170&aspect=true;29/05/2024, 20:37:33;1
Almacen/Harinas;Harina leudante Pureza con vitamina D 1 kg.;1069.0;https://carrefourar.vtexassets.com/arquivos/ids/237821-170-170?v=637829639047830000&width=170&height=170&aspect=true;29/05/2024, 20:37:33;1

Almacen/Harinas;Harina de trigo Tassara tipo 0000 x 1 kg;799.0;https://carrefourar.vtexassets.com/arquivos/ids/240206-170-170?v=637846891777700000&width=170&height=170&aspect=true;29/05/2024, 20:38:02;2
Almacen/Harinas;Almidón de maíz Maizena en bolsa 500 g.;1800.0;https://carrefourar.vtexassets.com/arquivos/ids/368139-170-170?v=638288315575770000&width=170&height=170&aspect=true;29/05/2024, 20:38:02;2
Almacen/Harinas;Harina de trigo 0000 Favorita fortificada 1 kg.;899.0;https://carrefourar.vtexassets.com/arquivos/ids/467137-170-170?v=638418969696830000&width=170&height=170&aspect=true;29/05/2024, 20:38:02;2
Almacen/Harinas;Harina de trigo Pureza con levadura pan casero 1 kg.;1042.5;https://carrefourar.vtexassets.com/arquivos/ids/364935-170-170?v=638266707127500000&width=170&height=170&aspect=true;29/05/2024, 20:38:02;2
Almacen/Harinas;Harina de trigo Caserita para pizzas 1 kg.;1390.0;https://carrefourar.vtexassets.com/arquivos/ids/424889-170-170?v=638381800750030000&width=170&height=170&aspect=true;29/05/2024, 20:38:02;2
Almacen/Harinas;Harina Pureza con masa madre para pizza 1 kg.;1399.0;https://carrefourar.vtexassets.com/arquivos/ids/309419-170-170?v=638150912159730000&width=170&height=170&aspect=true;29/05/2024, 20:38:02;2
Almacen/Harinas;Harina de trigo 000 Pureza 1 kg.;1760.0;https://carrefourar.vtexassets.com/arquivos/ids/364925-170-170?v=638266699659130000&width=170&height=170&aspect=true;29/05/2024, 20:38:02;2
Almacen/Harinas;Harina de trigo Pureza 0000 1 kg.;710.0;https://carrefourar.vtexassets.com/arquivos/ids/213218-170-170?v=637674021500570000&width=170&height=170&aspect=true;29/05/2024, 20:38:02;2

Almacen/Caldos-sopas-y-pure;Caldo de verdura en cubos Knorr 12 uni;1033.5;https://carrefourar.vtexassets.com/arquivos/ids/475653-170-170?v=638430196607200000&width=170&height=170&aspect=true;29/05/2024, 20:37:46;1
